file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
s01e05,810.335,814.075,speaker,-46.12497911096256,-49.808241780598955,7.233739396637255,10.057031034340822
s01e05,988.75,991.72,speaker,-45.100119028829965,-51.08323955535889,7.222795376725391,-1.0734917931839583
s01e02,427.22,429.89,speaker,-47.368573706694754,-47.16610916137695,7.2087049434466834,6.64440544024065
s01e05,784.645,788.285,speaker,-43.904905885130496,-47.280549458095,7.203347580494683,0.17023645757712202
s01e02,391.985,394.155,speaker,-49.26873019873272,-50.95503673553467,7.200493445152272,6.026763733296029
s01e01,1031.96,1034.93,speaker,-42.232076625631315,-50.92045127020942,7.19532152470278,-0.36306155739541346
s01e02,602.465,604.73,speaker,-44.66864283738938,-44.858680725097656,7.190832722317706,3.9739166785191777
s01e04,873.23,874.905,speaker,-45.171816523203596,-47.680389404296875,7.181175809650808,5.241597162555193
s01e04,866.825,868.565,speaker,-39.07907350035919,-41.38513374328613,7.178160789567817,6.149871234706836
s01e02,514.845,516.475,speaker,-51.327154428680984,-50.784366607666016,7.1464367046856605,2.1921856898570358
s01e04,425.02,427.32,speaker,-47.66075917119565,-51.27717933654785,7.1464367046856605,15.630814005847755
s01e03,1286.015,1288.08,speaker,-45.39725709192961,-52.7509370283647,7.133206866581307,6.438114025663374
s01e05,803.895,806.165,speaker,-44.11684763904185,-49.540773709615074,7.1272282341464885,9.167147691764914
s01e02,872.135,874.6,speaker,-46.882508065536435,-48.20603476630317,7.118854211049336,5.592294874522075
s01e05,735.26,737.8,speaker,-43.03294552780512,-51.865785121917725,7.1093677554801,11.482341479330907
s01e01,85.845,87.515,speaker,-48.76854591598054,-49.138607025146484,7.076333842068596,4.061957120442688
s01e03,688.45,690.72,speaker,-41.65845694520925,-48.01850255330404,7.073972652901104,6.06567565739379
s01e02,118.845,121.85,speaker,-46.962239583333336,-52.17573928833008,7.047385453422654,8.62961190238319
s01e03,671.535,673.73,speaker,-47.515172230113635,-57.18488693237305,7.047344862278413,10.53129786428702
s01e05,23.315,27.655,speaker,-48.1410885296659,-47.697607879638674,7.041335004257494,6.654017006713104
s01e05,466.36,468.56,speaker,-45.09370561079545,-46.226943492889404,7.020717071655721,6.831540687860343
s01e04,1327.955,1330.69,speaker,-52.19785013686131,-51.8981531990899,6.993029245099418,4.550904489423663
s01e05,663.79,665.46,speaker,-44.17721393151198,-45.702933417426216,6.969137209516674,6.044490485652872
s01e03,1059.355,1061.02,speaker,-42.01986951713102,-42.48740196228027,6.9107220494779975,10.300124980757023
s01e01,1298.29,1301.66,speaker,-43.558225727930264,-44.30087594424977,6.905142779063959,10.737691513313509
s01e05,1087.58,1090.05,speaker,-42.18522662575911,-41.0260124206543,6.879567651113825,4.1889826238755
s01e02,918.86,921.01,speaker,-39.77143895348837,-44.0275993347168,6.861275057073506,13.56559668463686
s01e03,579.04,581.745,speaker,-47.25360355166052,-53.89154179890951,6.834647266450814,17.127532567725268
s01e05,521.245,523.88,speaker,-44.38642169676806,-45.40819189283583,6.834647266450814,7.513248946703193
s01e03,974.8,976.84,speaker,-46.70068838082108,-50.727894709660454,6.823879863999796,6.466162564168632
s01e01,350.275,353.08,speaker,-42.27326025911922,-47.34473315152255,6.813133969149339,9.977039073931248
s01e02,429.89,431.06,speaker,-46.79766793536325,-47.633430099487306,6.8033365637244945,7.962035662696307
s01e01,1051.11,1052.91,speaker,-38.4754150390625,-49.0421646118164,6.7992304981636,10.20804565674479
s01e01,51.98,54.55,speaker,-46.2421875,-45.806565814548065,6.773640750067302,1.6062307016711959
s01e04,74.035,77.105,speaker,-44.80640523208469,-47.38510831197103,6.7548044857269804,7.17575952436021
s01e01,651.345,653.65,speaker,-44.45701426630435,-44.509910583496094,6.753693445546556,11.809150618238434
s01e01,325.82,329.19,speaker,-46.62221230526706,-51.40337924957275,6.753000797433334,7.964375140114756
s01e01,79.575,81.51,speaker,-44.71207011114691,-46.44827860051935,6.711019695680196,8.820853498367898
s01e02,1296.355,1297.725,speaker,-43.0827298129562,-44.05124155680338,6.708929753349393,14.717319602589713
s01e01,1326.955,1329.755,speaker,-42.521048409598215,-44.748890331813264,6.645776530515175,7.049159769874951
